COMMENT,,AI_ECP100_C_1,"FIT-2008 - MASH COOKER STEAM SUPPLY FLOW 0-16,000 PPH",,"AI_ECP100_C_1.CH01"
COMMENT,,AI_ECP100_C_1,"TCV-2005 - MASH WATER STEAM TCV POSITION FEEDBACK 0-100%",,"AI_ECP100_C_1.CH02"
COMMENT,,AI_ECP100_C_1,"TCV-2015A - COOKER #1 STEAM TCV POSITION FEEDBACK 0-100%",,"AI_ECP100_C_1.CH03"
COMMENT,,AI_ECP100_C_1,"TCV-2015B - COOKER #1 TOWER SUPPLY TCV POSITION FEEDBACK 0-100%",,"AI_ECP100_C_1.CH04"
COMMENT,,AI_ECP100_C_1,"TCV-2025A - COOKER #2 STEAM TCV POSITION FEEDBACK 0-100%",,"AI_ECP100_C_1.CH05"
COMMENT,,AI_ECP100_C_1,"TCV-2025B - COOKER #2 TOWER SUPPLY TCV POSITION FEEDBACK 0-100%",,"AI_ECP100_C_1.CH06"
COMMENT,,AI_ECP100_C_1,"SPARE",,"AI_ECP100_C_1.CH07"
ALIAS,,AI_ECP100_C_2,"","","ENET_ECP100_C_0:2:I","(ExternalAccess := Read/Write)"
COMMENT,,AI_ECP100_C_2,"LIT-2017 - COOKER #1 LEVEL 0-18$'",,"AI_ECP100_C_2.CH00"
COMMENT,,AI_ECP100_C_2,"LIT-2024 - COOKER #2 LEVEL 0-18$'",,"AI_ECP100_C_2.CH01"
COMMENT,,AI_ECP100_C_2,"TCV-2044 - DROP TUB STEAM TCV POSITION FEEDBACK 0-100%",,"AI_ECP100_C_2.CH02"
COMMENT,,AI_ECP100_C_2,"TCV-2040 - COOLER CHILL RETURN TCV POSITION FEEDBACK 0-100%",,"AI_ECP100_C_2.CH03"
COMMENT,,AI_ECP100_C_2,"TCV-2041 - COOLER TOWER SECTION RETURN TCV POSITION FEEDBACK 0-100%",,"AI_ECP100_C_2.CH04"
COMMENT,,AI_ECP100_C_2,"SPARE",,"AI_ECP100_C_2.CH05"
COMMENT,,AI_ECP100_C_2,"SPARE",,"AI_ECP100_C_2.CH06"
COMMENT,,AI_ECP100_C_2,"SPARE",,"AI_ECP100_C_2.CH07"
ALIAS,,AI_ECP100_C_3,"","","ENET_ECP100_C_0:3:I","(ExternalAccess := Read/Write)"
COMMENT,,AI_ECP100_C_3,"LIT-2045 - DROP TUB TANK LEVEL 0-13$'",,"AI_ECP100_C_3.CH00"
COMMENT,,AI_ECP100_C_3,"TIT-2005 - MASH WATER TEMPERATURE 32°-212°F",,"AI_ECP100_C_3.CH01"
COMMENT,,AI_ECP100_C_3,"TIT-2015 - COOKER #1 TEMPERATURE 50°-225°F",,"AI_ECP100_C_3.CH02"
COMMENT,,AI_ECP100_C_3,"TIT-2025 - COOKER #2 TEMPERATURE 50°-225°F",,"AI_ECP100_C_3.CH03"
COMMENT,,AI_ECP100_C_3,"SPARE",,"AI_ECP100_C_3.CH04"
COMMENT,,AI_ECP100_C_3,"SPARE",,"AI_ECP100_C_3.CH05"
COMMENT,,AI_ECP100_C_3,"SPARE",,"AI_ECP100_C_3.CH06"
COMMENT,,AI_ECP100_C_3,"SPARE",,"AI_ECP100_C_3.CH07"
ALIAS,,AI_ECP100_C_4,"","","ENET_ECP100_C_0:4:I","(ExternalAccess := Read/Write)"
COMMENT,,AI_ECP100_C_4,"TIT-2039A - COOLER INLET TEMPERATURE 50°-225°F",,"AI_ECP100_C_4.CH00"
COMMENT,,AI_ECP100_C_4,"TIT-2040 - COOLER OUTLET TEMPERATURE 50°-225°F",,"AI_ECP100_C_4.CH01"
COMMENT,,AI_ECP100_C_4,"TIT-2041 - COOLER MID SECTION TEMPERATURE 50°-225°F",,"AI_ECP100_C_4.CH02"
COMMENT,,AI_ECP100_C_4,"TIT-2044 - DROP TUB TANK TEMPERATURE 50°-225°F",,"AI_ECP100_C_4.CH03"
COMMENT,,AI_ECP100_C_4,"SPARE",,"AI_ECP100_C_4.CH04"
COMMENT,,AI_ECP100_C_4,"SPARE",,"AI_ECP100_C_4.CH05"
COMMENT,,AI_ECP100_C_4,"SPARE",,"AI_ECP100_C_4.CH06"
COMMENT,,AI_ECP100_C_4,"SPARE",,"AI_ECP100_C_4.CH07"
ALIAS,,AI_ECP102_C_1,"","","ENET_ECP102_C_0:1:I","(ExternalAccess := Read/Write)"
ALIAS,,AI_ECP102_C_2,"","","ENET_ECP102_C_0:2:I","(ExternalAccess := Read/Write)"
COMMENT,,AI_ECP102_C_2,"LT-025 - SILO #1 LEVEL 0-30$'",,"AI_ECP102_C_2.CH00"
COMMENT,,AI_ECP102_C_2,"LT-030 - SILO #2 LEVEL 0-30$'",,"AI_ECP102_C_2.CH01"
COMMENT,,AI_ECP102_C_2,"LT-035 - SILO #3 LEVEL 0-30$'",,"AI_ECP102_C_2.CH02"
COMMENT,,AI_ECP102_C_2,"LT-040 - SILO #4 LEVEL 0-30$'",,"AI_ECP102_C_2.CH03"
COMMENT,,AI_ECP102_C_2,"LT-045 - SILO #5 LEVEL 0-30$'",,"AI_ECP102_C_2.CH04"
COMMENT,,AI_ECP102_C_2,"FS-090 - DUST COLLECTOR #1 PRESSURE",,"AI_ECP102_C_2.CH05"
COMMENT,,AI_ECP102_C_2,"FS-200 - DUST COLLECTOR #2 PRESSURE (Phase 2)",,"AI_ECP102_C_2.CH06"
COMMENT,,AI_ECP102_C_2,"SPARE",,"AI_ECP102_C_2.CH07"
ALIAS,,AI_ECP103_A_4,"","","ENET_ECP103_A_0:4:I","(ExternalAccess := Read/Write)"
COMMENT,,AI_ECP103_A_4,"TE-0701 - HAMMERMILL #1 BEARING TEMPERATURE #1 0°-200°F",,"AI_ECP103_A_4.CH00"
COMMENT,,AI_ECP103_A_4,"TE-0702 - HAMMERMILL #1 BEARING TEMPERATURE #2 0°-200°F",,"AI_ECP103_A_4.CH01"
COMMENT,,AI_ECP103_A_4,"TE-0703 - HAMMERMILL #1 BEARING TEMPERATURE #3 0°-200°F",,"AI_ECP103_A_4.CH02"
COMMENT,,AI_ECP103_A_4,"TE-1801 - HAMMERMILL #2 BEARING TEMPERATURE #1 (PHASE II)",,"AI_ECP103_A_4.CH03"
COMMENT,,AI_ECP103_A_4,"TE-1802 - HAMMERMILL #2 BEARING TEMPERATURE #2 (PHASE II)",,"AI_ECP103_A_4.CH04"
COMMENT,,AI_ECP103_A_4,"TE-1803 - HAMMERMILL #2 BEARING TEMPERATURE #3 (PHASE II)",,"AI_ECP103_A_4.CH05"
COMMENT,,AI_ECP103_A_4,"SPARE",,"AI_ECP103_A_4.CH06"
COMMENT,,AI_ECP103_A_4,"LIT-060 - Hammermill #1 Pocket Feeder Level 0-100",,"AI_ECP103_A_4.CH07"
TAG,,Alarm_Reset,"HMI $NAlarm Reset$NPB","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Alarm_Reset_Master,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Alarm_Reset_Timer,"Alarm Reset$NHold Timer","TIMER","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
ALIAS,,AO_ECP100_C_6,"","","ENET_ECP100_C_0:6:O","(ExternalAccess := Read/Write)"
COMMENT,,AO_ECP100_C_6,"TCV-2005 - MASH WATER TANK STEAM CONTROL TCV OUTPUT 0-100%",,"AO_ECP100_C_6.CH00"
COMMENT,,AO_ECP100_C_6,"TCV-2015A - COOKER #1 STEAM TCV OUTPUT 0-100%",,"AO_ECP100_C_6.CH01"
COMMENT,,AO_ECP100_C_6,"TCV-2015B - COOKER #1 TOWER SUPPLY TCV OUTPUT 0-100%",,"AO_ECP100_C_6.CH02"
COMMENT,,AO_ECP100_C_6,"TCV-2025A - COOKER #2 STEAM TCV OUTPUT 0-100%",,"AO_ECP100_C_6.CH03"
COMMENT,,AO_ECP100_C_6,"TCV-2025B - COOKER #2 TOWER SUPPLY OUTPUT 0-100%",,"AO_ECP100_C_6.CH04"
COMMENT,,AO_ECP100_C_6,"SPARE",,"AO_ECP100_C_6.CH05"
COMMENT,,AO_ECP100_C_6,"SPARE",,"AO_ECP100_C_6.CH06"
COMMENT,,AO_ECP100_C_6,"SPARE",,"AO_ECP100_C_6.CH07"
ALIAS,,AO_ECP100_C_7,"","","ENET_ECP100_C_0:7:O","(ExternalAccess := Read/Write)"
COMMENT,,AO_ECP100_C_7,"TCV-2044 - STEAM SUPPLY TO DROP TUB TCV OUTPUT 0-100%",,"AO_ECP100_C_7.CH00"
COMMENT,,AO_ECP100_C_7,"TCV-2040 - COOLER CHILL RETURN TCV OUTPUT 0-100%",,"AO_ECP100_C_7.CH01"
COMMENT,,AO_ECP100_C_7,"TCV-2041 - COOLER TOWER SECTION RETURN TCV OUTPUT 0-100%",,"AO_ECP100_C_7.CH02"
ALIAS,,AO_ECP103_A_5,"","","ENET_ECP103_A_0:5:O","(ExternalAccess := Read/Write)"
TAG,,Auto,"","DINT","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Auto_Logic_Needed,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Auto_Logic_Needed_Safety,"","BOOL","","(Class := Safety, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Backset_Flow_Meter_Totalizer,"","REAL","","(Class := Standard, RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Blank_Actual,"","Cook_Actuals[37]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Blank_DropTub_To_Fermenter,"","Mash_To_Fermenter_Data","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Blank_Recipe,"","Recipe","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Blank_Step,"","Recipe_Step","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Blocker,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Consumed_From_Fermentation,"","Interlocks","","(Class := Standard, Producer := ""PLC200_Fermentation"", RemoteTag := ""Produced_To_Mashing"", RemoteFile := 0, RPI := 20, Unicast := true, ExternalAccess := Read/Write)"
COMMENT,,Consumed_From_Fermentation,"Fermenter is Ready for Fill",,"Consumed_From_Fermentation.WORD[0].0"
COMMENT,,Consumed_From_Fermentation,"Fermenter Inlet Valve Opened",,"Consumed_From_Fermentation.WORD[0].1"
COMMENT,,Consumed_From_Fermentation,"Fermenter High Level Alarm",,"Consumed_From_Fermentation.WORD[0].2"
TAG,,Consumed_From_Still,"","Interlocks","","(Class := Standard, Producer := ""PLC300_Still"", RemoteTag := ""Produced_To_Mashing"", RemoteFile := 0, RPI := 20, Unicast := true, ExternalAccess := Read/Write)"
COMMENT,,Consumed_From_Still,"Backset Transfer$NTo Cookers$NMode Enabled",,"Consumed_From_Still.WORD[5].0"
COMMENT,,Consumed_From_Still,"Backset$NSteam Out To$NCookers$NEnabled",,"Consumed_From_Still.WORD[5].1"
COMMENT,,Consumed_From_Still,"Backset$NTransfer To$NCooker$NComplete Bit",,"Consumed_From_Still.WORD[5].2"
COMMENT,,Consumed_From_Still,"Backset$NSteam Out To$NCookers$NComplete",,"Consumed_From_Still.WORD[5].3"
COMMENT,,Consumed_From_Still,"ONV-4306$NBackset Discharge Valve$NClosed",,"Consumed_From_Still.WORD[5].4"
COMMENT,,Consumed_From_Still,"ONV-4306$NBackset Discharge Valve$NOpen",,"Consumed_From_Still.WORD[5].5"
COMMENT,,Consumed_From_Still,"Backset$NTransfer Pump$NRunning",,"Consumed_From_Still.WORD[5].6"
COMMENT,,Consumed_From_Still,"Beer Feed Flowing, Open ONV-2003A Heated Water from Still to Mash Water",,"Consumed_From_Still.BIT[0]"
TAG,,Consumed_From_Utilities,"","Interlocks","","(Class := Standard, Producer := ""PLC400_Utilities"", RemoteTag := ""Produced_To_Mashing"", RemoteFile := 0, RPI := 20, Unicast := true, ExternalAccess := Read/Write)"
COMMENT,,Consumed_From_Utilities,"CIP$NCircuit Selected",,"Consumed_From_Utilities.WORD[1]"
COMMENT,,Consumed_From_Utilities,"CIP$NSequence Running",,"Consumed_From_Utilities.BIT[0]"
COMMENT,,Consumed_From_Utilities,"CIP$N Sequence Paused",,"Consumed_From_Utilities.BIT[3]"
TAG,,conv155Speed01SP,"","REAL","","(Class := Standard, RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,ConvertDateTime,"","T_TtoS","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,CONV_005,"CONV_005 Receiving Drag Conveyor","PF525_VFD_E_ENET","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,CONV_015,"CONV_015 Recieving Elevator Leg","PF755_VFD_E_ENET","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,CONV_050,"CONV_050 Whole Grain Reclaim to Mill #1","PF525_VFD_E_ENET","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,CONV_055,"INCLINED RECLAIM TO MILL #1 SURGE BIN","PF525_VFD_E_ENET","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,CONV_105,"Milled Grain Conveyor 1","PF525_VFD_E_ENET","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,CONV_130,"Rye Scale Feeder Screw$N","PF525_VFD_E_ENET","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,CONV_140,"Corn Scale Feeder Screw$N","PF525_VFD_E_ENET","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,CONV_140,"Cooker01 Corn Screw$NAuto Spd High",,"CONV_140.SP_AS1"
COMMENT,,CONV_140,"Cooker01 Corn Screw$NAuto Spd Low",,"CONV_140.SP_AS2"
TAG,,CONV_150,"Malt Scale Feeder Screw$N","PF525_VFD_E_ENET","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,CONV_155,"Cooker Feeder Screw","PF525_VFD_E_ENET","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,CONV_155,"Cooker Feeder Screw - Auto Speed Setpoint #1 for Cooker #1 (high Speed)",,"CONV_155.SP_AS1"
COMMENT,,CONV_155,"Cooker Feeder Screw - Auto Speed Setpoint #2 for Cooker #1 Low Speed)",,"CONV_155.SP_AS2"
COMMENT,,CONV_155,"Cooker Feeder Screw - Auto Speed Setpoint #3 for Cooker #2 (High Speed)",,"CONV_155.SP_AS3"
COMMENT,,CONV_155,"Cooker Feeder Screw - Auto Speed Setpoint #4 for Cooker #2 (Low Speed)",,"CONV_155.SP_AS4"
ALIAS,,CONV_155_AS4_Enable,"","","CONV_155.SP_AS4","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,CONV_155_Reverse_Enable,"","","CONV_155.Reverse_Enable","(RADIX := Decimal, ExternalAccess := Read/Write)"
TAG,,Cooker,"","Program_Cooker","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,Cooker,"Mashing Discharge Pump Selection $N0 = PMP-2020$N1 = PMP-2021",,"Cooker.BIT_LOGIC[0].0"
COMMENT,,Cooker,"Cooker$NAlarm$NReset",,"Cooker.BIT_LOGIC[1].0"
COMMENT,,Cooker,"Current$NCook Count",,"Cooker.CTR_LOGIC[0]"
COMMENT,,Cooker,"Mashing Discharge Pump Command Changeover Request$N0 = PMP-2020$N1 = PMP-2021",,"Cooker.BIT_HMI[0].0"
COMMENT,,Cooker,"Cooker$NAlarm Reset$NPushbutto",,"Cooker.BIT_HMI[1].0"
COMMENT,,Cooker,"Cookers - Corn Grain Scale Bin Offset",,"Cooker.SP_HMI[0]"
COMMENT,,Cooker,"Cookers - Rye Grain Scale Bin Offset",,"Cooker.SP_HMI[1]"
COMMENT,,Cooker,"Cookers - Malt Grain Scale Bin Offset",,"Cooker.SP_HMI[2]"
COMMENT,,Cooker,"Cookers - Wheat Grain Scale Bin Offset",,"Cooker.SP_HMI[3]"
COMMENT,,Cooker,"Cookers - Specialty Grain Scale Bin Offset",,"Cooker.SP_HMI[4]"
COMMENT,,Cooker,"Cooker #1 - Corn Grain CONV-155 Runout Time (ms)",,"Cooker.SP_HMI[5]"
COMMENT,,Cooker,"Cooker #1 - Rye Grain CONV-155 Runout Time (ms)",,"Cooker.SP_HMI[6]"
COMMENT,,Cooker,"Cooker #1 - Malt Grain CONV-155 Runout Time (ms)",,"Cooker.SP_HMI[7]"
COMMENT,,Cooker,"Cooker #1 - Wheat Grain CONV-155 Runout Time (ms)",,"Cooker.SP_HMI[8]"
COMMENT,,Cooker,"Cooker #1 - Specialty Grain CONV-155 Runout Time (ms)",,"Cooker.SP_HMI[9]"
COMMENT,,Cooker,"Cooker #2 - Corn Grain CONV-155 Runout Time (ms)",,"Cooker.SP_HMI[10]"
COMMENT,,Cooker,"Cooker #2 - Rye Grain CONV-155 Runout Time (ms)",,"Cooker.SP_HMI[11]"
COMMENT,,Cooker,"Cooker #2 - Malt Grain CONV-155 Runout Time (ms)",,"Cooker.SP_HMI[12]"
COMMENT,,Cooker,"Cooker #2 - Wheat Grain CONV-155 Runout Time (ms)",,"Cooker.SP_HMI[13]"
COMMENT,,Cooker,"Cooker #2 - Specialty Grain CONV-155 Runout Time (ms)",,"Cooker.SP_HMI[14]"
COMMENT,,Cooker,"Current$NCook Count$NTo HMI",,"Cooker.STATUS_HMI[0].0"
TAG,,Cooker01_TDsample_Enable,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker01_TDsample_Enable_TMR,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker02_Malt_Weight_OverSP,"","REAL","","(Class := Standard, RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker02_Malt_Weight_UnderSP,"","REAL","","(Class := Standard, RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker1,"","Program_Cooker","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,Cooker1,"Cooker #1$NBackset$NNeeded Backset$NTank Not Ready",,"Cooker1.BIT_ALARM[0].1"
COMMENT,,Cooker1,"Cooker #1$N Requesting Grain$Nand No Screw Conveyor Running",,"Cooker1.BIT_ALARM[0].2"
COMMENT,,Cooker1,"Cooker 1$NInsufficient$NGrain",,"Cooker1.BIT_ALARM[0].3"
COMMENT,,Cooker1,"USED",,"Cooker1.BIT_ONS[0]"
COMMENT,,Cooker1,"USED",,"Cooker1.BIT_ONS[2]"
COMMENT,,Cooker1,"USED",,"Cooker1.BIT_ONS[3]"
COMMENT,,Cooker1,"Control Logic Rung 13",,"Cooker1.BIT_ONS[4]"
COMMENT,,Cooker1,"USED",,"Cooker1.BIT_ONS[5]"
COMMENT,,Cooker1,"USED",,"Cooker1.BIT_ONS[6]"
COMMENT,,Cooker1,"Used",,"Cooker1.BIT_ONS[7]"
COMMENT,,Cooker1,"Used",,"Cooker1.BIT_ONS[8]"
COMMENT,,Cooker1,"Used",,"Cooker1.BIT_ONS[9]"
COMMENT,,Cooker1,"Used",,"Cooker1.BIT_ONS[10]"
COMMENT,,Cooker1,"Used",,"Cooker1.BIT_ONS[11]"
COMMENT,,Cooker1,"Used",,"Cooker1.BIT_ONS[12]"
COMMENT,,Cooker1,"Used",,"Cooker1.BIT_ONS[13]"
COMMENT,,Cooker1,"Control Logic Rung 134",,"Cooker1.BIT_ONS[14]"
COMMENT,,Cooker1,"Cook Steam Logic",,"Cooker1.BIT_ONS[15]"
COMMENT,,Cooker1,"Used",,"Cooker1.BIT_ONS[16]"
COMMENT,,Cooker1,"Used",,"Cooker1.BIT_ONS[17]"
COMMENT,,Cooker1,"Used",,"Cooker1.BIT_ONS[19]"
COMMENT,,Cooker1,"Used",,"Cooker1.BIT_ONS[20]"
COMMENT,,Cooker1,"Used",,"Cooker1.BIT_ONS[21]"
COMMENT,,Cooker1,"Used",,"Cooker1.BIT_ONS[22]"
COMMENT,,Cooker1,"USED",,"Cooker1.BIT_ONS[23]"
COMMENT,,Cooker1,"USED",,"Cooker1.BIT_ONS[24]"
COMMENT,,Cooker1,"USED",,"Cooker1.BIT_ONS[25]"
COMMENT,,Cooker1,"USED",,"Cooker1.BIT_ONS[26]"
COMMENT,,Cooker1,"USED",,"Cooker1.BIT_ONS[27]"
COMMENT,,Cooker1,"USED",,"Cooker1.BIT_ONS[28]"
COMMENT,,Cooker1,"Trigger load of next recipe.",,"Cooker1.BIT_ONS[30]"
COMMENT,,Cooker1,"USED",,"Cooker1.BIT_ONS[31]"
COMMENT,,Cooker1,"Cooker #1$NAlarm Reset$NTimer",,"Cooker1.TMR_ALARM[0]"
COMMENT,,Cooker1,"Alarm Reset Timer",,"Cooker1.TMR_ALARM[1]"
COMMENT,,Cooker1,"Cooker 1$NGrain Additon$NCONV-155$NRunning for Set Time$NWithout Screw$NConveyor Running",,"Cooker1.TMR_ALARM[2]"
COMMENT,,Cooker1,"Cook Seq$NPermissive to Start",,"Cooker1.BIT_LOGIC[0].0"
COMMENT,,Cooker1,"CookEnabled",,"Cooker1.BIT_LOGIC[0].1"
COMMENT,,Cooker1,"Cooker #1 Cooking/Dropping$NSystem Active/Started",,"Cooker1.BIT_LOGIC[0].2"
COMMENT,,Cooker1,"Cook Aborting",,"Cooker1.BIT_LOGIC[0].3"
COMMENT,,Cooker1,"Cooker #1 Cooking Paused",,"Cooker1.BIT_LOGIC[0].4"
COMMENT,,Cooker1,"AreaName Startup Step Done Bit",,"Cooker1.BIT_LOGIC[0].5"
COMMENT,,Cooker1,"Cook Man / Auto Increment Step Active",,"Cooker1.BIT_LOGIC[0].6"
COMMENT,,Cooker1,"Confirmation Needed From HMI",,"Cooker1.BIT_LOGIC[0].7"
COMMENT,,Cooker1,"Cook Stop System$NStopping",,"Cooker1.BIT_LOGIC[0].8"
COMMENT,,Cooker1,"Manual Auto Step Shutdown",,"Cooker1.BIT_LOGIC[0].9"
COMMENT,,Cooker1,"AreaName Shutdown Step Done Bit",,"Cooker1.BIT_LOGIC[0].10"
COMMENT,,Cooker1,"CIP$NMode Enabled",,"Cooker1.BIT_LOGIC[0].11"
COMMENT,,Cooker1,"Cook Complete",,"Cooker1.BIT_LOGIC[0].12"
COMMENT,,Cooker1,"Area Stop Sequence Done",,"Cooker1.BIT_LOGIC[0].13"
COMMENT,,Cooker1,"Active Grain Drop Setpoint Reached",,"Cooker1.BIT_LOGIC[0].14"
COMMENT,,Cooker1,"Cooker #1$NCooking$NStep Done Bit",,"Cooker1.BIT_LOGIC[0].15"
COMMENT,,Cooker1,"System Enabled$NCooker Steam",,"Cooker1.BIT_LOGIC[0].16"
COMMENT,,Cooker1,"Cooker #1$NSteaming$NPermissive to Start",,"Cooker1.BIT_LOGIC[0].17"
COMMENT,,Cooker1,"Device Alarm During $NSIL-125$NCooker 1",,"Cooker1.BIT_LOGIC[0].18"
COMMENT,,Cooker1,"Device Alarm During  SIL-135 Drop to $NCooker 1",,"Cooker1.BIT_LOGIC[0].19"
COMMENT,,Cooker1,"Device Alarm During  SIL-145 Drop to $NCooker 1",,"Cooker1.BIT_LOGIC[0].20"
COMMENT,,Cooker1,"Cooker #1$NMash Water Pump$NHigh Sped",,"Cooker1.BIT_LOGIC[0].21"
COMMENT,,Cooker1,"Cooker #1$NMash Water Pump$NLow Sped",,"Cooker1.BIT_LOGIC[0].22"
COMMENT,,Cooker1,"Cooker #1 Agitator Slow Speed",,"Cooker1.BIT_LOGIC[0].23"
COMMENT,,Cooker1,"Cooker #1 Speed Toggle Enabled",,"Cooker1.BIT_LOGIC[0].24"
COMMENT,,Cooker1,"Cooker 1$NTiming Conditions Met",,"Cooker1.BIT_LOGIC[0].25"
COMMENT,,Cooker1,"Cooker #1$NSteaming$NManual Auto Step Active",,"Cooker1.BIT_LOGIC[0].26"
COMMENT,,Cooker1,"Cooker #1$NSteaming$NActive/Started",,"Cooker1.BIT_LOGIC[0].27"
COMMENT,,Cooker1,"Cooker #1$NSteaming$NStop System$NStopping",,"Cooker1.BIT_LOGIC[0].28"
COMMENT,,Cooker1,"Cooker Steam$NComplete",,"Cooker1.BIT_LOGIC[0].29"
COMMENT,,Cooker1,"Cooker Steam$NAborting",,"Cooker1.BIT_LOGIC[0].30"
COMMENT,,Cooker1,"Cooker #1$NSteam$NPaused",,"Cooker1.BIT_LOGIC[0].31"
COMMENT,,Cooker1,"Cooker #1$NAlarm Reset",,"Cooker1.BIT_LOGIC[1].0"
COMMENT,,Cooker1,"Area Name Manual Mode Enabled",,"Cooker1.BIT_LOGIC[1].1"
COMMENT,,Cooker1,"Cooker #1$NCooking$NWater Addition$NActive",,"Cooker1.BIT_LOGIC[2].1"
COMMENT,,Cooker1,"Cooker #1$NRye Addition$NActive",,"Cooker1.BIT_LOGIC[2].2"
COMMENT,,Cooker1,"Cooker 1$NCorn Addition$NActive",,"Cooker1.BIT_LOGIC[2].3"
COMMENT,,Cooker1,"Cooker 1$NMalt Addition$NActive",,"Cooker1.BIT_LOGIC[2].4"
COMMENT,,Cooker1,"Cooker 1$NHot Water Flush$NActive",,"Cooker1.BIT_LOGIC[2].5"
COMMENT,,Cooker1,"Cooker 1$NHold For Time$NHeat Enabled$NActive",,"Cooker1.BIT_LOGIC[2].6"
COMMENT,,Cooker1,"Cooker 1$NHold For Prompt$NActive",,"Cooker1.BIT_LOGIC[2].7"
COMMENT,,Cooker1,"Cooker #1$NStep Type 8$NAdditive$NActive",,"Cooker1.BIT_LOGIC[2].8"
COMMENT,,Cooker1,"Cooker 1$NWheat Addition$NActive",,"Cooker1.BIT_LOGIC[2].9"
COMMENT,,Cooker1,"Cooker 1$NSpecialty Addition$NActive",,"Cooker1.BIT_LOGIC[2].10"
COMMENT,,Cooker1,"Cooker #1$NWater Addition$NOpen Valv Path",,"Cooker1.BIT_LOGIC[2].12"
COMMENT,,Cooker1,"Cooker #1$NWater Addition$NRun$NMash Water$NPump",,"Cooker1.BIT_LOGIC[2].13"
COMMENT,,Cooker1,"Cooker #1$NWater$NAddition$NComplete",,"Cooker1.BIT_LOGIC[2].15"
COMMENT,,Cooker1,"Cooker #1$NCooking$NBackset Addition$NComplete",,"Cooker1.BIT_LOGIC[2].16"
COMMENT,,Cooker1,"Cooker #1$NRye Addition$NConv-155$NEnable$NBit",,"Cooker1.BIT_LOGIC[2].22"
COMMENT,,Cooker1,"Cooker 1$NCorn Addition$NConv-155$NEnable$NBit",,"Cooker1.BIT_LOGIC[2].23"
COMMENT,,Cooker1,"Cooker 1$NMalt Addition$NConv-155$NEnable$NBit",,"Cooker1.BIT_LOGIC[2].24"
COMMENT,,Cooker1,"Cooker #1$NWheat Addition$NConv-155$NEnable$NBit",,"Cooker1.BIT_LOGIC[2].25"
COMMENT,,Cooker1,"Cooker #1$NSpecialty Addition$NConv-155$NEnable$NBit",,"Cooker1.BIT_LOGIC[2].26"
COMMENT,,Cooker1,"Cooker #1$NCook Complete$NBit",,"Cooker1.BIT_LOGIC[3].0"
COMMENT,,Cooker1,"Cooker #1$NStep Type 1$NWater Addition$NEnabled",,"Cooker1.BIT_LOGIC[3].1"
COMMENT,,Cooker1,"Cooker #1$NRye Addition$NEnabled",,"Cooker1.BIT_LOGIC[3].2"
COMMENT,,Cooker1,"Cooker 1$NCorn Addition$NEnabled",,"Cooker1.BIT_LOGIC[3].3"
COMMENT,,Cooker1,"Cooker 1$NMalt Addition$NEnabled",,"Cooker1.BIT_LOGIC[3].4"
COMMENT,,Cooker1,"Cooker 1$NHot Water Flush$NStep$NEnabled",,"Cooker1.BIT_LOGIC[3].5"
